ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"22858"	"7166"	2.06188249	"20946"	2.20370313	"5961"	2.32417257	"24180"	2.36449372	"15860"	2.47477254	"12802"	2.65388965	
"23642"	"17822"	1.29249479	"7024"	1.35034164	"7494"	1.40789841	"18235"	1.42904412	"22934"	1.44591226	"738"	1.44823004	
"27763"	"16251"	1.26842451	"13364"	1.29743139	"703"	1.31410624	"21889"	1.47725774	"10129"	1.57255380	"7252"	1.60229302	
"19353"	"26064"	2.40569797	"5962"	3.10544897	"22062"	3.16170657	"31925"	3.18870205	"31713"	3.19610602	"22006"	3.19990927	
"24075"	"17184"	2.29099960	"22196"	2.31219138	"25726"	2.31668600	"3743"	2.34755213	"24872"	2.38589466	"14248"	2.50619312	
"26972"	"9364"	0.05128618	"31329"	0.31908361	"25722"	1.03674973	"12510"	1.08150600	"11233"	1.09471974	"340"	1.10077076	
"19508"	"2883"	1.07274101	"11382"	1.13247089	"30955"	1.54737323	"11336"	2.03735419	"11781"	2.13146116	"27645"	2.17258158	
"25251"	"265"	0.35721561	"12510"	1.05863105	"20078"	1.06735647	"24240"	1.08099623	"24514"	1.11763489	"11036"	1.14395304	
"728"	"12171"	0.15114324	"8917"	0.29029032	"2609"	0.32910713	"9011"	1.18085196	"25495"	1.19128354	"27716"	1.21228717	
"13271"	"31435"	0.23697037	"11154"	0.40805574	"1198"	0.49165880	"26976"	0.51361662	"28947"	0.61582350	"11217"	0.78250032	
"27848"	"13716"	0.45992742	"18540"	1.06945763	"7263"	1.09908142	"1266"	1.12609252	"18632"	1.14306330	"26556"	1.25750875	
"20605"	"9011"	0.27564016	"2609"	1.01166518	"4514"	1.02855274	"5253"	1.06265829	"26556"	1.10907135	"8917"	1.15359962	
"29425"	"24027"	1.11435409	"21538"	1.11901579	"10910"	1.12667302	"23584"	1.17875235	"20084"	1.18114022	"3056"	1.18503118	
"5482"	"9091"	3.27500662	"27829"	3.47026559	"16821"	4.11189211	"3347"	4.13398992	"5921"	4.17840277	"10375"	4.18709876	
"10052"	"28325"	2.41461247	"4741"	2.44037116	"20126"	2.53607310	"26892"	2.54906334	"14248"	2.61794125	"29679"	2.62241141	
"25596"	"31689"	1.38109893	"29264"	1.50512970	"10407"	1.53885195	"20807"	1.56288072	"738"	2.23647207	"11184"	2.23998879	
"31473"	"10349"	1.12086683	"12295"	1.24218779	"27716"	1.41189268	"31905"	1.45751855	"15181"	1.77971192	"13276"	2.05726298	
"10260"	"16959"	0.08243761	"12778"	0.14231373	"801"	1.04102913	"8433"	1.09556767	"2321"	1.12502674	"32216"	1.14294153	
"38"	"24766"	1.79781933	"1944"	1.86340271	"31713"	2.30920736	"5961"	2.47231209	"5962"	2.48132428	"21019"	2.48300933	
"31572"	"11441"	0.42251246	"31260"	1.23968570	"1266"	1.30271858	"18540"	1.31048157	"7263"	1.34010536	"13491"	1.37329930	
"4721"	"10788"	2.16982829	"9734"	2.18555767	"27467"	2.19689934	"5157"	2.26497849	"13220"	2.31305406	"25132"	2.50151347	
"1571"	"21699"	2.34788883	"18754"	3.07051255	"16680"	3.14045482	"11414"	3.23132310	"31754"	3.24629518	"28856"	3.27483999	
"19007"	"8184"	1.16361799	"25722"	1.19371162	"29902"	1.19670220	"10191"	1.21603573	"32099"	1.21673478	"11233"	1.21793339	
"10224"	"26324"	0.87858817	"3056"	1.22495036	"19007"	1.37058840	"6723"	1.41026206	"10910"	1.41537199	"22680"	1.46083779	
"16797"	"12681"	1.14613233	"11336"	1.15118997	"30082"	1.15880216	"21207"	1.16473467	"17552"	1.20606640	"20127"	1.22483532	
"25307"	"11382"	2.08967285	"11336"	2.15893971	"22499"	2.19922476	"31163"	2.20128183	"23053"	2.25815710	"20807"	2.30728039	
"2194"	"28482"	2.64566289	"29563"	3.17800804	"32313"	3.23081186	"25683"	3.25808956	"4974"	3.27296511	"28358"	3.28217127	
"22111"	"9540"	1.19475458	"7029"	2.08035823	"19906"	2.08145398	"24669"	2.21791693	"32216"	2.22916616	"27314"	2.25589395	
"30178"	"7263"	0.27861342	"1266"	0.35364313	"18540"	0.38144687	"13716"	1.18427339	"14650"	1.21104457	"15452"	1.23453919	
"8837"	"31083"	1.33908271	"30980"	1.39891693	"11994"	1.61288529	"16650"	1.66949162	"23669"	1.79436244	"27358"	2.10826855	
"7934"	"9533"	0.05591478	"31925"	0.25915106	"11573"	0.47809520	"24766"	1.08199325	"1944"	1.25276024	"27193"	1.28849186	
"5072"	"21776"	0.35262833	"1891"	0.47723208	"22680"	0.75792468	"21059"	1.13079615	"20091"	1.21086016	"18110"	1.36225340	
"2279"	"13716"	2.25863418	"30178"	2.34086676	"7263"	2.61948019	"30869"	2.64334216	"18540"	2.64910397	"9091"	2.64919768	
"17731"	"12479"	0.14220531	"900"	1.06941210	"4942"	2.02144954	"3056"	2.02409795	"20706"	2.04196086	"19330"	2.04339317	
"15580"	"26144"	0.54254234	"21538"	1.19064914	"24486"	1.24927263	"26349"	1.26433403	"8644"	1.29794791	"22499"	1.31184520	
"15721"	"8433"	2.09985180	"21336"	2.15842479	"15541"	2.24495184	"23296"	2.31526499	"9326"	2.32948205	"7583"	2.33856407	
"28254"	"5685"	0.17408204	"11749"	0.23213154	"6772"	0.30021590	"19164"	0.46296058	"2261"	1.09126480	"10804"	1.14076948	
"1168"	"31754"	0.18181141	"6996"	0.18251332	"28856"	0.22106942	"5303"	0.22988840	"16680"	0.33708253	"18754"	0.38499131	
"6480"	"4741"	1.15753369	"25726"	1.20134598	"26892"	1.21322508	"28325"	1.22410871	"22196"	1.27904314	"25231"	1.41671853	
"16339"	"23296"	1.30425557	"17674"	1.51646437	"4774"	2.09142161	"18226"	2.24498236	"20750"	2.28987386	"7583"	2.30015738	
"7516"	"25683"	2.06105790	"9364"	2.13455076	"26972"	2.16331076	"24931"	2.20817476	"31329"	2.21056737	"7965"	2.21495119	
"18299"	"15380"	2.11212022	"6903"	2.26678661	"26117"	2.50881142	"29409"	3.07625089	"1527"	3.11507766	"11995"	3.15262023	
"15335"	"18235"	0.57812768	"7494"	0.74774265	"25875"	1.30705678	"24009"	1.43880391	"17822"	1.61657093	"22934"	1.64979034	
"18104"	"18126"	0.46211152	"22680"	1.41494655	"21059"	1.62560877	"1891"	1.67256739	"21776"	1.69513033	"15100"	1.79996637	
"4584"	"8876"	1.15974358	"10000"	1.21232838	"30689"	1.25110511	"10941"	1.31699162	"12475"	2.10660723	"32535"	2.12226857	
"4633"	"1871"	0.65880293	"3436"	1.47658642	"8792"	1.60214860	"11036"	1.63231220	"14000"	1.69099662	"8184"	1.71748238	
"13109"	"26117"	1.54213799	"20750"	2.05922737	"18299"	2.07626246	"15380"	2.14544679	"7751"	2.20972888	"12295"	2.22084770	
"21715"	"31473"	2.21244527	"25683"	2.21770807	"16251"	2.22893301	"4931"	2.23293208	"12295"	2.24423008	"4514"	2.28870984	
"20774"	"8644"	0.76768445	"26144"	1.42034487	"22379"	1.64175346	"21538"	1.87956377	"7987"	1.89081723	"15580"	1.96288722	
"29121"	"20706"	1.15683970	"13124"	1.26431432	"16797"	1.31951932	"27358"	2.02168274	"7533"	2.09114617	"28127"	2.09341246	
"25849"	"24681"	3.12765780	"26064"	3.22109812	"15504"	3.28937139	"14621"	3.29599155	"17158"	3.33290735	"27829"	3.34911140	
"21486"	"10000"	2.11863067	"27319"	2.13726011	"8876"	2.14558397	"10862"	2.14978609	"30689"	2.16381149	"11995"	2.18006809	
"25669"	"31279"	1.52143219	"15100"	1.79515991	"26324"	1.81583739	"12331"	1.95150263	"18104"	2.03628942	"10224"	2.08218066	
"4071"	"7252"	1.34010405	"10129"	1.39724053	"27763"	1.87781782	"13364"	2.09338615	"588"	2.12403224	"703"	2.17875211	
"7972"	"18656"	1.38440310	"10487"	1.39945884	"5441"	1.65933829	"16680"	2.19887242	"7751"	2.22597463	"22787"	2.22995896	
"10539"	"16045"	1.25487247	"13220"	2.14843544	"10788"	2.21795778	"9734"	2.22557981	"16276"	2.30758334	"9227"	2.40849321	
"12945"	"22787"	1.13662070	"17674"	1.14817216	"7751"	1.16946665	"22055"	1.18120875	"7385"	1.27400822	"18226"	1.28322701	
"20194"	"21"	1.27750033	"23737"	1.46416198	"13407"	2.02999643	"572"	2.16316515	"18793"	2.17313384	"21623"	2.17694157	
"25700"	"27973"	0.29231674	"3476"	1.25129820	"7578"	1.27528454	"4724"	1.32181446	"32378"	1.32862169	"17702"	1.36668686	
"8225"	"15335"	1.33271725	"17822"	1.82909013	"7494"	1.88553141	"7024"	1.90493230	"18235"	1.91084494	"1542"	1.96838344	
"26043"	"3069"	1.26390788	"20842"	1.28929873	"801"	2.02969559	"16959"	2.03897663	"10260"	2.04346098	"8433"	2.08423413	
"492"	"7163"	1.13098267	"2752"	1.47265504	"5306"	1.97815392	"10079"	2.05364305	"21318"	2.17797950	"9775"	2.18829912	
"20796"	"11382"	0.14471093	"19508"	1.01515721	"11336"	1.04959423	"11781"	1.11630395	"28127"	1.18970620	"17552"	1.19991770	
"25795"	"25973"	0.20263320	"3350"	1.15537286	"22006"	1.23409539	"27193"	1.30734309	"7291"	1.37941743	"24766"	2.10124152	
"14661"	"1527"	1.12262346	"7151"	1.31017365	"24752"	2.02885409	"8433"	2.04436661	"3714"	2.05136940	"15646"	2.11108091	
"6464"	"11184"	1.21599964	"10659"	1.29384072	"18279"	1.31413706	"8792"	1.35136491	"10407"	1.37668514	"19007"	1.38036274	
"597"	"20030"	2.07054671	"28856"	2.08948399	"5303"	2.09830296	"31754"	2.13671247	"16680"	2.14912644	"6996"	2.15296870	
"8996"	"8288"	1.71105302	"15060"	2.39797012	"13758"	2.65521778	"1484"	3.20006485	"29679"	3.24729241	"703"	3.26353096	
"29081"	"22196"	1.14357561	"14895"	1.14684388	"20842"	1.15248087	"26043"	1.15722602	"6480"	1.17628385	"25726"	1.26875951	
"29665"	"29081"	1.61747077	"6714"	1.72108561	"14895"	2.52528753	"23053"	2.52599901	"20842"	2.54978086	"15234"	2.64177933	
"17237"	"17702"	1.11220694	"15151"	1.11722501	"7578"	1.13247506	"24514"	1.14502105	"27973"	1.18134124	"29563"	1.19371643	
"6971"	"18632"	1.14041873	"5961"	1.52098960	"22858"	1.81408596	"26761"	2.02862705	"27848"	2.10694446	"10804"	2.15241155	
"15549"	"32313"	3.58173120	"25811"	4.20083499	"22196"	4.22877175	"13758"	4.25956621	"8288"	4.40330417	"32352"	4.42351521	
"25451"	"13758"	1.44687337	"31905"	1.67888540	"16237"	2.03057268	"5707"	2.14896842	"1971"	2.20289197	"29679"	2.20333156	
"12949"	"20671"	1.27109603	"12140"	1.38717361	"23999"	1.40698556	"1799"	1.48011373	"3793"	1.55784774	"26379"	1.58676563	
"3295"	"31023"	1.15336364	"25888"	1.21224973	"7064"	1.23809392	"21617"	1.24395055	"26948"	1.35548402	"26398"	1.37086564	
"8912"	"3743"	1.13601599	"15646"	1.17811844	"3069"	1.18194335	"16959"	1.30298230	"22196"	1.33576030	"10260"	1.34460359	
"11482"	"26761"	2.18936576	"6971"	2.20155503	"18632"	2.34197377	"5961"	2.37667949	"7166"	2.68054278	"38"	2.71955351	
"8235"	"23053"	1.08883591	"29606"	1.12989486	"11336"	1.27024507	"16797"	1.29190380	"12681"	1.31998195	"21207"	1.34501426	
"14950"	"3350"	1.21626301	"27193"	2.16633360	"23902"	2.24318967	"26644"	2.27249071	"22006"	2.27452678	"4146"	2.27875359	
"11620"	"6970"	0.14336604	"27475"	0.39943629	"26975"	1.11486740	"818"	1.12724801	"20918"	1.13404701	"2646"	1.15376713	
"3852"	"518"	0.27072802	"18754"	1.21129079	"5303"	1.27686956	"28856"	1.28568854	"6996"	1.35164190	"16680"	1.36746364	
"1493"	"4409"	0.16061136	"28492"	1.06640276	"12140"	1.07362017	"3436"	1.07712027	"26975"	1.08333642	"572"	1.08926045	
"8346"	"9408"	1.00407519	"21254"	1.32959085	"3743"	1.35332330	"10079"	1.37304207	"20750"	1.46874790	"8433"	1.49309501	
"30761"	"30455"	2.67057390	"1764"	2.68162482	"25648"	2.71015672	"28411"	2.72605031	"30292"	2.78465629	"7217"	2.81146396	
"32256"	"26556"	0.21510251	"5961"	1.08370431	"9011"	1.15057452	"1589"	1.19026910	"31684"	1.22538082	"13716"	1.29010089	
"15173"	"3350"	0.77299165	"25973"	1.70781375	"25795"	1.75361162	"4146"	1.84496193	"14950"	1.98925467	"16317"	2.61669872	
"23777"	"21486"	1.58080714	"27319"	1.61602644	"10862"	1.62855242	"11995"	1.65883442	"1125"	1.71518933	"12171"	2.12377531	
"21199"	"20807"	1.39509853	"12681"	1.70276512	"3476"	1.71036434	"17951"	1.71393459	"4675"	1.73638775	"31689"	1.87919420	
"1569"	"24027"	1.13636184	"23584"	1.17336284	"8865"	1.17391526	"15671"	1.17790505	"20084"	1.18652972	"8837"	1.26682895	
"22070"	"15674"	1.26596173	"1589"	2.15277151	"16317"	2.18099451	"9011"	2.19246610	"12572"	2.23242965	"6918"	2.24190634	
"11534"	"30082"	0.48370722	"25683"	1.30416859	"31329"	1.34934094	"9364"	1.41635975	"31279"	1.43857795	"24931"	1.44898914	
"28070"	"19007"	0.76634974	"21753"	1.13381334	"19460"	1.32451665	"12510"	1.49807339	"9364"	1.52829321	"19330"	1.53480367	
"24614"	"31083"	0.18006425	"16955"	1.21256141	"8837"	1.51914696	"23669"	1.54111105	"16666"	1.67160593	"3039"	2.10833245	
"4420"	"21715"	1.17768273	"12295"	1.18931566	"10349"	1.45992373	"20327"	1.47261017	"19972"	2.28261333	"15154"	2.29699489	
"9366"	"20842"	0.18236102	"29081"	1.07768557	"26043"	1.10693770	"27892"	1.11143016	"8433"	1.14112086	"21254"	1.26839951	
"4003"	"16899"	1.05086324	"15674"	1.08799982	"15154"	1.10203731	"27848"	1.11073400	"15860"	1.12163494	"30869"	1.15626626	
"31886"	"25600"	2.21058772	"22787"	2.27249978	"3852"	2.30857026	"518"	2.31832214	"10487"	2.32025980	"24421"	2.33751946	
"17829"	"11382"	1.03309494	"11336"	1.07341712	"20796"	1.12301136	"1569"	1.15767475	"20807"	1.18451259	"23053"	1.19337782	
"21861"	"25499"	0.25867532	"9025"	0.30587818	"29352"	0.63076178	"17951"	1.23855772	"20091"	1.25002668	"22680"	1.29703782	
"9880"	"14895"	2.17095697	"7726"	2.24277795	"12244"	2.33859582	"3601"	2.35942335	"14745"	2.37279631	"32213"	2.38419117	
"19221"	"19007"	0.53349915	"28070"	0.84789112	"9138"	1.18000040	"31279"	1.18348166	"4097"	1.19993555	"20918"	1.21409621	
"31454"	"11233"	0.16925190	"26735"	0.20308418	"7707"	0.25638803	"19330"	0.28325563	"28155"	0.51946906	"10106"	0.55171083	
"23588"	"7545"	0.21051029	"9723"	0.39084751	"3069"	1.12141418	"2321"	1.14315368	"22614"	1.14544273	"6094"	1.19712685	
"2408"	"26064"	1.13755025	"9533"	2.09863918	"7934"	2.12715670	"1944"	2.13774703	"3350"	2.15501861	"3848"	2.15587728	
"14318"	"30689"	0.21815974	"10000"	0.37040487	"8876"	0.39171304	"10941"	0.42624582	"7029"	1.21734382	"6435"	1.25118868	
"1699"	"8433"	0.16133057	"641"	0.45979375	"9366"	1.07500423	"10260"	1.09316016	"16959"	1.10633339	"801"	1.10679203	
"10776"	"21318"	0.35154414	"17290"	0.77580582	"13491"	1.11703543	"15452"	1.16590591	"4617"	1.20345748	"16276"	1.25452161	
"23290"	"9011"	2.09056993	"32256"	2.11479911	"31684"	2.13797897	"728"	2.21662737	"8917"	2.24000772	"26556"	2.25713874	
"131"	"28638"	1.18912059	"2788"	1.21629821	"1266"	1.27648009	"7263"	1.35150980	"30869"	1.43723687	"18540"	1.45887231	
"24493"	"30869"	1.10426841	"15674"	1.11819375	"13454"	1.12060319	"28898"	1.14859296	"19683"	1.18978627	"16621"	1.19443187	
"14690"	"19244"	1.77950685	"3343"	1.83262009	"5921"	2.00205253	"3347"	2.04646537	"10788"	2.36297930	"18995"	2.53933976	
"22871"	"3039"	1.14451697	"24114"	1.14816246	"25668"	1.15496670	"29902"	1.22097231	"10179"	1.22729584	"26975"	1.23608571	
"21147"	"21538"	0.05472688	"26349"	0.32032786	"25398"	0.68002411	"21632"	0.75018256	"1799"	1.05663644	"29425"	1.09155090	
"18150"	"21753"	0.28457023	"29902"	0.51632279	"31682"	0.57233105	"32099"	0.63804556	"12510"	0.64883028	"25668"	0.66264934	
"22329"	"28042"	0.29938385	"31713"	0.64329463	"26064"	1.15029017	"1944"	1.22245266	"3848"	1.22341172	"23902"	1.29672601	
"20850"	"9734"	2.28030478	"14575"	2.42099515	"8311"	2.47548509	"13331"	2.53273094	"9880"	2.57529011	"29001"	2.72884555	
"9180"	"23003"	0.16851962	"20127"	0.23855403	"17552"	0.25732295	"1784"	0.26294827	"28127"	0.27403983	"11336"	0.47309555	
"3085"	"703"	0.07143431	"23556"	1.08561019	"19992"	1.09576583	"29052"	1.10032468	"13364"	1.15680027	"28985"	1.17550120	
"30529"	"28318"	1.47574927	"21753"	2.15864178	"9649"	2.38029724	"340"	2.38789503	"25722"	2.41475809	"26880"	2.42121862	
"23357"	"20078"	0.19089865	"8792"	1.07848073	"10179"	1.09057448	"6970"	1.09686418	"2646"	1.10726526	"25722"	1.12464550	
"19435"	"22614"	1.58822948	"20126"	2.25656308	"21207"	2.33122453	"22468"	2.35150056	"25811"	2.37278330	"32352"	2.40368271	
"3804"	"13364"	1.12072667	"7217"	1.12295949	"10347"	1.16023151	"5685"	1.17522963	"4514"	1.18211312	"6772"	1.18238312	
"17453"	"2321"	4.19677554	"25772"	4.25386543	"15541"	4.25826747	"1345"	4.35392873	"25600"	4.40791499	"4244"	4.44124018	
"8334"	"10407"	0.15635857	"23003"	1.11269193	"9180"	1.11682799	"9205"	1.17665635	"218"	1.18289034	"1784"	1.20091480	
"31945"	"29081"	2.39037319	"22196"	2.41325274	"6480"	2.43721897	"4617"	2.44355557	"25726"	2.63173544	"11516"	2.82683691	
"292"	"10776"	1.10114201	"23074"	1.12726200	"16276"	1.27347184	"21318"	1.30926989	"12244"	1.38248691	"17290"	1.69271523	
"7492"	"26064"	1.52832912	"31713"	2.04607760	"5962"	2.17384474	"19353"	2.18349129	"22006"	2.32254043	"9609"	2.38980767	
"4124"	"17159"	1.34047018	"20605"	2.04502451	"4958"	2.05345803	"26556"	2.09144409	"25888"	2.10621352	"28787"	2.16983629	
"10346"	"18787"	2.11293686	"22055"	2.22640174	"5955"	3.06649771	"13491"	3.06985815	"7263"	3.10305209	"14650"	3.10732158	
"23035"	"5685"	2.05747235	"2261"	2.08013940	"28254"	2.11660968	"10804"	2.13374883	"6441"	2.16767687	"7385"	2.17118906	
"31448"	"16666"	0.53819041	"28101"	1.14059715	"16125"	1.39484491	"818"	1.42178645	"10659"	1.43255878	"31083"	1.44314719	
"22676"	"10260"	0.13594960	"12778"	0.14335043	"16959"	0.17652008	"32216"	1.04780258	"1699"	1.17638864	"801"	1.17697873	
"15995"	"15671"	0.40044546	"11336"	1.10103756	"15874"	1.11747854	"31163"	1.14959494	"11620"	1.17634252	"23357"	1.17738414	
"13826"	"14288"	1.17728293	"1268"	1.18648791	"23357"	1.19946733	"18110"	1.22824978	"18533"	1.24450641	"20078"	1.31963931	
"30083"	"9734"	1.29274942	"13663"	2.06652469	"13220"	2.10601601	"21318"	2.24281751	"27467"	2.27669383	"4721"	2.38116435	
"3811"	"14248"	2.22464675	"29740"	2.26783914	"31290"	2.28152027	"8090"	2.28509315	"7598"	2.29802418	"19683"	2.31781618	
"2383"	"7751"	0.61137763	"22787"	0.61707722	"12945"	1.72647273	"2752"	1.87722625	"5441"	2.11355188	"4465"	2.22330081	
"28184"	"14264"	1.08166755	"23797"	1.08180473	"3476"	1.18941338	"12681"	1.39508818	"1491"	2.11079410	"1784"	2.14952084	
"13456"	"12681"	1.21114731	"3476"	1.22465060	"8743"	1.23013103	"14264"	1.34025197	"23797"	1.36778641	"23003"	2.06942944	
"1343"	"10260"	1.13536070	"22676"	1.21651578	"16959"	1.21779832	"12778"	1.22287991	"32216"	1.22350772	"19906"	1.28902812	
"20524"	"10407"	0.15478594	"8334"	0.28374726	"15671"	1.08927900	"15276"	1.18237511	"28127"	1.18963118	"20127"	1.22218687	
"14855"	"22006"	1.28335831	"25795"	1.30582384	"7505"	1.31127452	"25973"	1.36961501	"27193"	1.38372118	"18579"	2.16677210	
"19587"	"2261"	0.11996556	"21335"	0.28768992	"5685"	1.06454558	"10804"	1.09392267	"28254"	1.12903859	"7385"	1.13136289	
"8584"	"7064"	0.25273781	"25888"	0.26625706	"21617"	1.09421088	"31023"	1.13871975	"3295"	1.14973967	"1411"	1.17689914	
"4986"	"7724"	2.17132602	"28411"	2.21319596	"13565"	2.22486939	"21486"	2.28459718	"8009"	2.28526021	"23777"	2.29620996	
"3622"	"13276"	0.68077679	"32020"	0.77943172	"16154"	1.05284186	"10349"	1.54487888	"28325"	1.54521418	"30869"	1.55515239	
"16090"	"2609"	1.12707154	"9078"	1.16707290	"13454"	1.18132695	"27159"	1.19815387	"12171"	1.20798380	"5955"	1.21082791	
"17369"	"8334"	0.89601393	"10407"	1.02497525	"20524"	1.17976120	"29114"	1.37522255	"25596"	1.58816411	"28070"	1.61099467	
"4458"	"3714"	2.15623526	"7151"	3.24380572	"13580"	3.28385748	"21336"	3.30400281	"16625"	3.30581215	"17184"	3.32864901	
"5380"	"19221"	0.15683935	"19007"	0.43145431	"28070"	0.80064884	"4097"	1.09789875	"16125"	1.12229407	"15874"	1.13157608	
"24147"	"18226"	0.65199052	"20750"	1.21481878	"10079"	1.31052461	"18540"	1.32952081	"3622"	1.34680622	"21254"	1.35397583	
"16713"	"2788"	2.10917543	"10539"	2.38432284	"9734"	2.38541286	"18096"	2.48564427	"28577"	2.50997390	"16276"	2.52752263	
"27283"	"21207"	0.38277849	"31435"	1.09537333	"28127"	1.15919311	"17552"	1.18461143	"14264"	1.18750912	"3476"	1.20213600	
"21343"	"11154"	0.06622580	"13271"	0.47428154	"31435"	0.50973593	"1198"	0.56341652	"26976"	0.59958109	"28947"	0.78962204	
"414"	"8235"	0.67811439	"21"	1.23693431	"23003"	1.32496814	"21207"	1.33310012	"9180"	1.36321256	"1784"	1.39199953	
"21964"	"8433"	1.11981543	"21254"	1.20112781	"17674"	1.20636949	"9366"	1.26093629	"641"	1.28068855	"1699"	1.28114600	
"28253"	"11698"	1.35757247	"14292"	2.06962987	"4603"	2.15526336	"27319"	2.21543948	"10862"	2.22796547	"3343"	2.25232451	
"20019"	"24180"	1.40645922	"16317"	1.42478258	"19683"	2.10800374	"4003"	2.12062068	"13454"	2.14840970	"15674"	2.15915996	
"3400"	"12647"	0.68476183	"10908"	0.83789469	"8184"	1.30776853	"340"	1.41300874	"23504"	1.44756825	"21941"	1.47010672	
"29180"	"20605"	0.17480721	"9011"	0.32100929	"12171"	1.08721894	"6918"	1.10581492	"17159"	1.12063846	"4514"	1.14625447	
"21395"	"3852"	0.21305142	"518"	0.22160771	"18754"	1.11134967	"16680"	1.15441222	"28856"	1.15884177	"5303"	1.16766075	
"4708"	"13826"	0.55693482	"8865"	1.22639999	"20078"	1.23729551	"27947"	1.29662994	"6723"	1.31599095	"26474"	1.36836576	
"23611"	"11781"	2.01293104	"12479"	2.06563851	"30082"	2.07713060	"31083"	2.07766498	"16797"	2.12634373	"20796"	2.12923500	
"29858"	"11184"	1.01560994	"8334"	1.19050163	"19007"	1.20354767	"6464"	1.23160958	"10407"	1.31447309	"11620"	1.32780889	
"32453"	"21396"	0.11998628	"1491"	0.30911871	"11184"	0.43817789	"10659"	0.63430941	"18279"	0.66219214	"28101"	0.69627564	
"9431"	"21941"	0.38613733	"32378"	0.43411426	"3436"	0.45684881	"8184"	0.53697328	"27973"	1.11994298	"900"	1.14192241	
"8217"	"31279"	0.25119774	"5380"	1.13005480	"31987"	1.13169349	"16797"	1.17640399	"19221"	1.23209964	"10659"	1.26317673	
"7060"	"1411"	3.18537264	"14292"	3.19371542	"10539"	3.52503175	"10788"	3.74298954	"3343"	4.18719001	"17150"	4.20627923	
"17915"	"20706"	0.17749748	"29121"	1.18342384	"9205"	2.05492767	"14864"	2.13061075	"27358"	2.16174109	"7533"	2.17252920	
"23964"	"3196"	1.04442990	"15380"	1.08605788	"24752"	1.18847155	"24147"	1.35969883	"18226"	1.38155236	"19587"	2.05710866	
"21206"	"27645"	1.41560723	"29121"	2.26543284	"27358"	2.28711559	"19508"	2.36901073	"30981"	2.38175908	"118"	2.38604353	
"17308"	"25722"	0.04615407	"12510"	0.05339671	"18839"	0.13470739	"2486"	0.18790542	"24114"	0.19888482	"20406"	0.23698155	
"25697"	"31726"	1.21499059	"32535"	2.26605702	"11927"	2.33186785	"16821"	2.35609997	"7666"	2.37292063	"18534"	2.43217151	
"24040"	"4244"	2.21625386	"5707"	2.32698152	"1484"	2.33557976	"2321"	2.35535087	"25451"	2.38209472	"25772"	2.58336578	
"636"	"32256"	0.29223011	"26556"	0.38380917	"31684"	1.09424654	"1589"	1.18415278	"13716"	1.22236058	"9011"	1.22384736	
"12061"	"3400"	0.52619123	"12647"	0.54111801	"10908"	0.69425087	"21941"	1.31496066	"23504"	1.38611621	"28318"	1.40068876	
"1612"	"3350"	1.17362632	"14950"	1.38988933	"15173"	1.64997522	"9609"	2.07073998	"24766"	2.11949497	"23074"	2.17852805	
"25264"	"24421"	2.09286213	"28898"	2.14427204	"25772"	2.31023538	"28638"	2.39332181	"24489"	2.46136201	"7724"	2.49196006	
"29246"	"24338"	0.16744995	"20068"	1.06072961	"20084"	1.22936287	"3436"	1.24451485	"24027"	1.26263567	"8184"	1.34692484	
