ID	1st	1st dist	2nd	2nd dist	3rd	3rd dist	4th	4th dist	5th	5th dist	6th	6thdist
"23035"	"681"	1.00435016	"20070"	1.41573395	"12779"	1.41586324	"18725"	1.41672520	"11992"	1.41897998	"31297"	1.41923778	
"31448"	"16666"	0.33941279	"28101"	1.00382068	"9084"	1.01057461	"13871"	1.03428359	"5795"	1.03690652	"16462"	1.03702874	
"22676"	"23719"	0.08389134	"12778"	0.08676424	"10260"	0.11271484	"16959"	0.15215746	"32209"	0.36082351	"18821"	1.00517324	
"15995"	"20269"	0.10582917	"5320"	0.13181831	"23359"	0.20341002	"1320"	0.22645801	"15671"	0.29561899	"5456"	0.31826132	
"13826"	"1660"	0.18551765	"7527"	0.36975801	"2626"	0.37028830	"4708"	0.39492849	"11223"	1.00472037	"6092"	1.00595433	
"30083"	"17109"	1.00141457	"10781"	1.00567114	"28816"	1.00996065	"9734"	1.01612958	"25443"	1.02900782	"12361"	1.41477065	
"3811"	"6477"	1.00304579	"8808"	1.00844207	"30713"	1.03331795	"26908"	1.04190628	"26542"	1.42109846	"314"	1.42144201	
"2383"	"22787"	0.40981065	"7751"	0.42662999	"6010"	1.06499548	"12649"	1.06975324	"3034"	1.07580599	"19547"	1.08001147	
"28184"	"14264"	1.00153781	"23797"	1.00185367	"9193"	1.00283035	"27048"	1.01022830	"14072"	1.01067883	"4922"	1.01298910	
"13456"	"4922"	1.00230546	"27048"	1.00366671	"14072"	1.00413678	"17797"	1.00513901	"19438"	1.00566324	"31253"	1.00897724	
"1343"	"24948"	0.33989166	"20240"	1.00836400	"5060"	1.01406566	"13672"	1.01801172	"19906"	1.02446901	"13904"	1.02681333	
"20524"	"24093"	0.02073080	"6788"	0.07629338	"15921"	0.08299599	"10407"	0.10865289	"14982"	0.11890693	"30129"	0.12318751	
"14855"	"22324"	1.00985696	"25506"	1.01062036	"24570"	1.01210829	"15430"	1.01278263	"22006"	1.01460476	"5663"	1.02057565	
"19587"	"29737"	0.01801919	"31070"	0.06151862	"2261"	0.08893423	"22892"	0.19884670	"21335"	0.21615810	"12351"	1.00359212	
"8584"	"17993"	0.07123711	"32428"	0.14750583	"7064"	0.18199104	"25888"	0.24735959	"12298"	0.30773332	"1966"	0.38713067	
"4986"	"31367"	1.00809119	"833"	1.41524597	"30954"	1.41704068	"28411"	1.42048271	"13565"	1.42130769	"29825"	1.42447709	
"3622"	"13276"	0.52625959	"311"	0.53480833	"9099"	0.53914206	"11556"	0.54239113	"7253"	0.55029671	"32020"	0.58860698	
"16090"	"22518"	0.22478535	"29035"	1.00479745	"9078"	1.00537728	"22462"	1.00700939	"23998"	1.00919721	"13454"	1.01062041	
"17369"	"2052"	0.43972909	"25555"	0.45098929	"1964"	0.45155774	"8224"	0.45904997	"20646"	0.47117998	"1897"	0.49593759	
"4458"	"3714"	1.42096297	"681"	1.73419025	"27138"	1.73575134	"27892"	1.75305480	"17184"	1.75443737	"14808"	1.75913844	
"5380"	"19771"	0.07592648	"19221"	0.10915020	"20849"	0.19661532	"16168"	0.22070884	"15508"	0.22211986	"19007"	0.26330255	
"24147"	"775"	0.04629558	"1359"	0.25215046	"911"	0.35762547	"18735"	0.43867483	"1281"	0.44775373	"18226"	0.46032796	
"16713"	"18426"	1.00695815	"17114"	1.02932758	"12095"	1.07570753	"29947"	1.09423163	"28018"	1.10810720	"23970"	1.13043671	
"27283"	"11900"	0.12258310	"11104"	0.12563688	"13414"	0.14219824	"24735"	0.14661196	"24401"	0.18290307	"27640"	0.19046105	
"21343"	"11154"	0.05284888	"29058"	0.16953091	"13271"	0.25812169	"31435"	0.26213255	"27863"	0.34977391	"6456"	0.43360082	
"414"	"8235"	0.36878016	"3114"	1.00560360	"30737"	1.00860859	"2584"	1.01063820	"31743"	1.01208441	"8827"	1.01350757	
"21964"	"31304"	0.24414165	"12044"	1.00689205	"7248"	1.00709110	"30382"	1.01019445	"23296"	1.01249240	"9366"	1.01577284	
"28253"	"18468"	0.14093163	"10252"	1.02218479	"1235"	1.02434548	"2344"	1.03204090	"14292"	1.41509825	"14511"	1.41838796	
"20019"	"20612"	0.11313394	"4129"	1.01352679	"24180"	1.03297017	"16317"	1.04159071	"8838"	1.41454842	"15856"	1.41590447	
"3400"	"9960"	0.27974877	"12061"	0.31816587	"12647"	0.42194233	"18846"	0.48823082	"10908"	0.50139268	"8184"	1.01606327	
"29180"	"9612"	0.04752579	"24209"	0.09447708	"20605"	0.10549758	"10086"	0.11717880	"18830"	0.13767725	"26049"	0.14665185	
"21395"	"518"	0.14166114	"3852"	0.16987387	"14940"	0.33591622	"5929"	1.00016557	"1924"	1.00139825	"11939"	1.00168970	
"4708"	"2626"	0.33441688	"13826"	0.39492849	"1660"	0.49257435	"7527"	0.73396759	"9933"	1.00525035	"25172"	1.00756218	
"23611"	"22695"	1.00490478	"14444"	1.01098655	"20515"	1.02996455	"243"	1.04768604	"31083"	1.41545946	"14803"	1.41643668	
"29858"	"21164"	0.15484912	"22549"	0.26303529	"11184"	1.00012182	"4952"	1.00051547	"17425"	1.00210617	"31896"	1.00219647	
"32453"	"21396"	0.07937515	"29885"	0.13570938	"2274"	0.18014630	"5548"	0.21599862	"1491"	0.21892641	"421"	0.22542785	
"9431"	"23486"	0.22368973	"21941"	0.23104934	"13728"	0.25777166	"459"	0.27762995	"17626"	0.28305683	"25330"	0.28923070	
"8217"	"14803"	0.05559200	"31279"	0.17082854	"7392"	0.19688232	"26006"	0.31509537	"5373"	0.36313197	"29199"	0.43757281	
"7060"	"9849"	1.43177375	"1411"	1.73605445	"14292"	1.73656011	"2061"	1.74378199	"21673"	1.74966735	"9292"	1.75360671	
"17915"	"20706"	0.12690956	"29250"	1.00188014	"358"	1.01782633	"18644"	1.02278401	"26846"	1.11135671	"9205"	1.41527469	
"23964"	"3196"	1.00035529	"21195"	1.00235250	"911"	1.00443448	"27831"	1.00460053	"1359"	1.01313111	"13460"	1.01481142	
"21206"	"8968"	1.00108326	"14587"	1.00997395	"12818"	1.01452805	"181"	1.02576676	"27645"	1.03165736	"26338"	1.42000197	
"17308"	"30527"	0.01771052	"9680"	0.02301413	"12450"	0.04036161	"29169"	0.04059246	"25722"	0.04140600	"12510"	0.04199512	
"25697"	"31726"	1.02015004	"11589"	1.04654149	"6829"	1.41447913	"26524"	1.41568200	"27338"	1.42117995	"17472"	1.42248054	
"24040"	"27099"	1.41620545	"7748"	1.41623617	"27456"	1.42007842	"25245"	1.42164445	"28624"	1.42227590	"11003"	1.42271514	
"636"	"22044"	0.10242428	"32256"	0.21211693	"26556"	0.25702399	"11933"	0.26914593	"28844"	0.27125526	"8696"	0.33468869	
"12061"	"9960"	0.28577397	"3400"	0.31816587	"12647"	0.36191784	"18846"	0.38617731	"10908"	0.47755912	"21941"	1.02253682	
"1612"	"12158"	1.00620702	"3350"	1.00773846	"1419"	1.00820595	"25609"	1.00921173	"14475"	1.01102066	"17207"	1.01227986	
"25264"	"32238"	1.00351977	"23840"	1.01655592	"25166"	1.03583245	"25395"	1.03826363	"26047"	1.41538461	"799"	1.41762669	
"29246"	"24338"	0.10309579	"24618"	0.31224847	"20068"	1.00151768	"11190"	1.00349076	"13350"	1.00550893	"3436"	1.01069966	
"17179"	"11831"	0.18671752	"14024"	0.20755870	"20769"	0.32110733	"14038"	0.35955780	"32394"	0.49451980	"14437"	1.00029091	
"26986"	"11509"	0.07821914	"21736"	0.09039146	"16663"	0.09886877	"6806"	0.09946591	"25509"	0.10558449	"20075"	0.10975311	
"18475"	"30024"	0.03204096	"24624"	0.08225318	"4417"	0.12730632	"28863"	0.22185055	"12020"	0.22609467	"6395"	0.30573088	
"21158"	"16430"	1.03026263	"8163"	1.04462772	"10552"	1.05040010	"15338"	1.05125593	"31414"	1.07258116	"11010"	1.07718458	
"16187"	"8009"	1.00143582	"28411"	1.00793997	"29825"	1.00819754	"25235"	1.03355007	"19136"	1.41555824	"4351"	1.41593311	
"24145"	"24261"	0.02943743	"32400"	0.07427510	"15921"	0.11898259	"14982"	0.13314167	"6788"	0.13702606	"25743"	0.13847852	
"28596"	"30468"	0.08825384	"6843"	0.09713648	"12358"	0.12403320	"4144"	0.16030708	"2067"	0.16151209	"10848"	0.16557731	
"25971"	"24514"	0.01636534	"15151"	0.02773981	"13417"	0.03051320	"25509"	0.06108644	"8559"	0.07105573	"20608"	0.10695348	
"32070"	"28579"	1.00111928	"4144"	1.00806045	"943"	1.00889336	"5335"	1.01580026	"12358"	1.01589484	"19076"	1.01816075	
"124"	"21825"	0.10024528	"21308"	0.14485118	"738"	0.19187964	"750"	0.27593203	"808"	1.00612590	"2951"	1.00738975	
"1653"	"21195"	1.00039623	"11530"	1.00168882	"16899"	1.41491066	"23964"	1.41514281	"10224"	1.41603175	"26143"	1.41618151	
"27426"	"30605"	1.01261003	"20246"	1.01442408	"3295"	1.01559237	"12744"	1.04087895	"15234"	1.41812044	"29495"	1.41889131	
"18238"	"21760"	0.06236768	"26785"	0.14324783	"30619"	0.29883766	"31260"	0.40387268	"26556"	1.00015908	"16662"	1.00126533	
"9933"	"27028"	0.09600924	"26474"	0.15397813	"11430"	0.30173956	"1268"	0.33041055	"11115"	0.41005910	"8374"	0.41292080	
"30364"	"11858"	0.27922609	"21169"	0.43997200	"819"	1.01857600	"13350"	1.02611516	"13105"	1.02748715	"3534"	1.02863426	
"18709"	"15501"	1.00158063	"7791"	1.00301154	"19287"	1.00379003	"31830"	1.00635933	"26295"	1.00798803	"19895"	1.03939515	
"16816"	"5521"	1.00571883	"28844"	1.00748436	"11933"	1.00803281	"7217"	1.01199907	"29529"	1.01556014	"28075"	1.01587145	
"12149"	"29491"	0.19177624	"24766"	0.48437145	"25998"	0.49401982	"8572"	0.49929926	"17068"	0.51861548	"15081"	0.54334156	
"10112"	"25251"	0.14057617	"20358"	0.16780037	"19659"	0.17226016	"265"	0.20604962	"9669"	0.20672152	"19457"	1.00093604	
"25579"	"25226"	1.00091163	"31595"	1.00123676	"188"	1.42088898	"20397"	1.43557163	"19545"	1.44126427	"16457"	1.44868091	
"1327"	"26861"	1.00613098	"28824"	1.00796429	"5756"	1.00965801	"2213"	1.01556616	"30265"	1.01724241	"7786"	1.02506508	
"11509"	"16663"	0.05029516	"2307"	0.07421980	"21736"	0.07700439	"26986"	0.07821914	"10179"	0.07895912	"25509"	0.08077211	
"27102"	"13795"	0.05692901	"20671"	0.08580470	"11201"	0.14109924	"1799"	0.20648453	"23529"	0.50777406	"3742"	1.00037755	
"22081"	"19679"	1.00154448	"13357"	1.00206691	"11927"	1.00256180	"6517"	1.00336235	"32535"	1.00668329	"22045"	1.00804678	
"21655"	"9540"	1.00281152	"2734"	1.00895356	"24883"	1.05295857	"14347"	1.05821960	"23078"	1.41633296	"25813"	1.41850101	
"11010"	"31414"	0.10428444	"18457"	0.11462447	"8163"	0.14367427	"30811"	0.20825542	"4262"	0.25451342	"15380"	1.00169304	
"17547"	"30804"	0.06830156	"10106"	0.07157910	"13731"	0.08345780	"1538"	0.08948805	"8636"	0.10964958	"10798"	0.12352692	
"4342"	"8016"	0.04872736	"29966"	0.07145367	"6765"	0.08045573	"27038"	0.08281892	"12753"	0.08811000	"25668"	0.09295031	
"24829"	"26144"	0.12671108	"9139"	0.12729877	"15580"	0.46487759	"9325"	0.47014879	"13385"	0.50400621	"15239"	0.61127969	
"28053"	"18389"	0.18206530	"15380"	1.00004129	"12043"	1.00137152	"26785"	1.00187307	"17775"	1.00249939	"8696"	1.00266781	
"6456"	"15910"	0.04847537	"28947"	0.10509140	"27863"	0.11075287	"1198"	0.16288366	"26976"	0.18933689	"26039"	0.23963584	
"24375"	"18247"	1.00281523	"814"	1.00386092	"28985"	1.00392923	"24067"	1.00466843	"13443"	1.00517847	"10804"	1.00740473	
"18862"	"6173"	1.01072093	"4044"	1.01890294	"13137"	1.02328693	"27504"	1.02996379	"19699"	1.04189693	"18995"	1.41710873	
"30289"	"26398"	1.05314396	"13254"	1.41992022	"12744"	1.42122238	"3295"	1.42418472	"11700"	1.44371313	"7553"	1.45458391	
"5019"	"7545"	1.00367800	"23588"	1.00587083	"23349"	1.00976416	"26921"	1.01345373	"6209"	1.01861553	"25600"	1.01964742	
"16634"	"12681"	0.08338183	"32359"	0.08367911	"31984"	0.08731280	"12232"	0.10686090	"14072"	0.12995902	"3476"	0.13026718	
"27613"	"22199"	0.18233402	"7887"	0.18925839	"14233"	0.19370121	"27973"	0.21528936	"25700"	0.27518814	"14749"	0.28045397	
"27503"	"7252"	0.04934655	"10129"	0.08531725	"24516"	0.18085054	"108"	0.31943180	"19249"	0.38601211	"3525"	1.00525675	
"750"	"21308"	0.13696556	"738"	0.15108013	"21825"	0.27333896	"124"	0.27593203	"2039"	1.00146941	"8774"	1.00227702	
"30859"	"9009"	0.07753125	"8369"	0.08952736	"21194"	0.10271569	"8398"	0.11185575	"20127"	0.11731180	"3446"	0.11838363	
"15501"	"18709"	1.00158063	"7791"	1.00760140	"19287"	1.00829091	"26295"	1.00944946	"31830"	1.01345376	"14614"	1.02012317	
"12306"	"17237"	0.09818028	"3702"	0.13577474	"13943"	0.13750699	"13087"	0.16650829	"7786"	1.00037584	"30270"	1.00104753	
"13203"	"8203"	0.01390372	"24617"	0.07191907	"808"	0.11658782	"26066"	0.13350661	"13407"	0.14759304	"23005"	0.15069215	
"2939"	"30937"	1.00730992	"12048"	1.01440338	"30765"	1.03375561	"2408"	1.41590214	"22329"	1.41783781	"3346"	1.41801515	
"5116"	"2876"	1.44142145	"15590"	1.44711222	"14905"	1.45874443	"7724"	1.46173049	"32274"	1.47748942	"10805"	1.49121561	
"12818"	"29121"	1.00047789	"26338"	1.00568651	"21206"	1.01452805	"13124"	1.01716628	"23371"	1.01945314	"17829"	1.02017292	
"10807"	"27587"	0.01904134	"30804"	0.12707513	"5995"	0.13604488	"8849"	0.13843868	"17963"	0.13946458	"13731"	0.14740342	
"13128"	"15455"	0.05470293	"5955"	0.09543423	"5503"	0.10533138	"11802"	0.11013966	"21121"	0.11143205	"2217"	0.16634741	
"9612"	"29180"	0.04752579	"24209"	0.06066419	"10086"	0.08273383	"20605"	0.08359445	"18830"	0.12704675	"10765"	0.15638474	
"17712"	"4184"	0.09744255	"105"	0.11364857	"21770"	0.15883181	"12275"	0.20003783	"29245"	0.23429205	"15898"	0.23846960	
"4928"	"24624"	1.00055933	"4417"	1.00131837	"18475"	1.00376385	"30024"	1.00644762	"28863"	1.01083603	"12020"	1.03240608	
"30237"	"19663"	1.01785961	"27005"	1.02413811	"4583"	1.02969658	"9461"	1.07308041	"13669"	1.15731148	"31530"	1.41531510	
"1390"	"6411"	0.04424709	"588"	0.37022941	"5851"	1.00352049	"13607"	1.00842924	"26630"	1.01209148	"6821"	1.01433786	
"11763"	"3346"	1.41593672	"2574"	1.41674151	"12639"	1.41810112	"11524"	1.41913860	"15889"	1.41963748	"10428"	1.42556342	
"30425"	"31694"	0.16442790	"16116"	0.21766012	"18158"	0.42470793	"24240"	1.00014872	"31984"	1.00108088	"12232"	1.00151423	
"20399"	"7545"	1.41611688	"1088"	1.41674443	"9190"	1.41889858	"23349"	1.41944310	"15262"	1.41986124	"18002"	1.42174070	
"1937"	"13975"	1.73360069	"16602"	1.73400391	"26927"	1.73413441	"3811"	1.73551547	"25231"	1.73569567	"4052"	1.73660096	
"12956"	"29537"	0.10111559	"29336"	0.27680414	"12474"	0.37606281	"14778"	0.38482906	"28721"	0.38726319	"13768"	0.38776245	
"13460"	"12035"	1.00025688	"6094"	1.00305757	"19905"	1.00554304	"1971"	1.00834253	"6597"	1.00955849	"23964"	1.01481142	
"16059"	"4256"	1.00503429	"17731"	1.01055255	"12479"	1.01211562	"1605"	1.01336184	"10224"	1.01722985	"900"	1.01742201	
"14208"	"9042"	0.21367014	"19477"	0.23884307	"3501"	0.24177754	"31511"	0.24474745	"6600"	0.30130371	"9205"	0.31461423	
"19695"	"11652"	0.17976115	"23463"	0.23696516	"21555"	0.24652571	"32374"	0.34341121	"10002"	0.35734990	"26227"	0.42483213	
"4424"	"21444"	1.00470116	"27946"	1.01227472	"989"	1.03919876	"19833"	1.41455695	"8691"	1.41748244	"20742"	1.41784981	
"28689"	"1924"	1.00229696	"18754"	1.00239895	"5929"	1.00302772	"31280"	1.00414738	"4218"	1.00568573	"13111"	1.00666185	
"17993"	"8584"	0.07123711	"7064"	0.11643497	"32428"	0.11830225	"25888"	0.18235905	"12298"	0.25328376	"1966"	0.35777890	
"17323"	"11196"	0.25692719	"21625"	0.44175390	"20436"	0.52527861	"11231"	0.67922328	"20849"	1.00116908	"31077"	1.00203002	
"3692"	"28047"	0.03109582	"21753"	0.14664431	"18150"	0.22906229	"12195"	0.26756998	"22005"	0.38560705	"22026"	0.38589480	
"31836"	"24489"	0.11228586	"28898"	0.15229604	"13276"	1.00016673	"7253"	1.00071974	"24493"	1.00197766	"9099"	1.00217360	
"15113"	"989"	1.00022960	"15329"	1.01243655	"27946"	1.01303554	"25484"	1.01345659	"21444"	1.03441792	"28148"	1.41448150	
"24704"	"9877"	1.00557750	"18457"	1.00659445	"3341"	1.00715053	"6096"	1.01019429	"27659"	1.01473868	"30811"	1.01504569	
"1454"	"17287"	0.37670518	"21207"	1.00050620	"12440"	1.00353714	"24401"	1.00382051	"27995"	1.00565479	"17655"	1.00641306	
"25899"	"30552"	0.26577429	"12647"	1.00516230	"18846"	1.00533930	"21941"	1.00703732	"9431"	1.01394495	"9960"	1.01865827	
"8511"	"15335"	0.13352547	"24102"	0.15224092	"15486"	0.22548680	"19790"	0.24431742	"18235"	0.26331576	"7494"	0.35837476	
"8935"	"20041"	0.36623317	"26018"	1.01250097	"21789"	1.41623033	"3743"	1.41660067	"9437"	1.41823466	"23556"	1.41849175	
"20317"	"23078"	0.17745802	"1082"	0.39027442	"9540"	1.00517487	"20246"	1.00760187	"13379"	1.00949433	"11334"	1.41453803	
"29947"	"12095"	0.10793222	"27097"	1.00179773	"13774"	1.00408311	"4955"	1.00459894	"8876"	1.00681202	"23970"	1.00784206	
"222"	"22043"	1.01503981	"23229"	1.02099183	"2752"	1.02815089	"3034"	1.06803583	"25226"	1.41588684	"18387"	1.41817707	
"11106"	"10175"	0.04680672	"11168"	1.00347041	"7136"	1.00397798	"37"	1.00741653	"25184"	1.00774550	"10834"	1.00812585	
"13235"	"6767"	0.20860651	"8644"	0.49720712	"20774"	0.72860248	"20725"	1.01318165	"15239"	1.01775336	"30688"	1.02506158	
"14461"	"4003"	0.07147643	"13907"	0.20656720	"30346"	1.00073380	"142"	1.00104687	"15674"	1.00124708	"22616"	1.00177214	
"22476"	"3094"	0.11528053	"24454"	0.11959157	"20807"	0.23913548	"31689"	0.29298919	"3446"	1.00171065	"21194"	1.00206354	
"29048"	"4777"	0.00432057	"15116"	0.09452290	"18793"	0.10971967	"6385"	0.16253920	"28523"	0.18456557	"21623"	0.24234383	
"19803"	"27159"	0.19463467	"5955"	0.21155615	"15066"	0.21580634	"11802"	0.22408567	"2217"	0.22863975	"13128"	0.24770185	
"28489"	"9189"	0.02995547	"24257"	0.03349960	"22829"	0.04294853	"16208"	0.07528273	"926"	0.08705153	"14137"	0.09802457	
"23914"	"6970"	0.03446763	"11620"	0.10865857	"29433"	0.15073074	"27475"	0.20030344	"9051"	1.00000000	"10179"	1.00009425	
"4353"	"29704"	0.12798439	"1409"	0.13290857	"27961"	0.14490148	"7070"	0.28044162	"8346"	0.42964208	"9408"	0.50109354	
"4839"	"30688"	0.43852696	"78"	0.63802285	"8792"	1.02710822	"24829"	1.02753101	"5297"	1.03197239	"8644"	1.03432206	
"6041"	"29250"	1.00967485	"358"	1.03737031	"26846"	1.10798725	"13060"	1.41598021	"26006"	1.41797591	"24977"	1.41843007	
"13677"	"5685"	0.10280828	"3084"	0.11900199	"19164"	0.12623597	"19959"	0.13422919	"6772"	0.14300445	"28254"	0.15465322	
"2754"	"26675"	0.05296822	"1897"	0.10628362	"6824"	0.12088428	"30716"	0.16442699	"25743"	0.17045151	"20646"	0.17924512	
"7065"	"6092"	1.00813271	"20604"	1.01027889	"13826"	1.01082691	"20036"	1.01183607	"11223"	1.01276446	"27103"	1.01369747	
"18063"	"21"	0.10616555	"18013"	0.12498967	"23737"	0.22808155	"26301"	1.00110756	"11514"	1.00126991	"23005"	1.00178890	
"12633"	"15028"	0.28945986	"20742"	1.00524676	"1451"	1.00843531	"1588"	1.01905760	"25484"	1.02494374	"8433"	1.02565028	
"17851"	"1125"	1.01000710	"27319"	1.41429970	"11995"	1.41517378	"10862"	1.41543177	"3566"	1.41588465	"17993"	1.41609904	
"26188"	"21149"	1.00150833	"24991"	1.02388111	"7070"	1.02683965	"16073"	1.06751427	"1409"	1.06757697	"15197"	1.07616418	
"20269"	"15995"	0.10582917	"5320"	0.16653586	"1320"	0.22563909	"23359"	0.24726409	"15671"	0.33339101	"5456"	0.41704104	
"12358"	"30468"	0.04122936	"4144"	0.05358619	"28596"	0.12403320	"6843"	0.18014013	"10848"	0.21654896	"19076"	0.22063111	
"22397"	"18754"	1.00068837	"1924"	1.00219245	"31280"	1.00276240	"5929"	1.00319091	"11414"	1.00319380	"13526"	1.00667721	
"3435"	"26319"	0.04028697	"30780"	0.14732929	"17531"	0.29538230	"16653"	0.33025261	"32405"	0.34869724	"2448"	0.35928605	
"8636"	"30439"	0.06294872	"10106"	0.09255449	"30742"	0.10709930	"17547"	0.10964958	"17963"	0.12315183	"1640"	0.14306343	
"18743"	"26096"	1.73341100	"3082"	1.73875251	"14098"	1.74158621	"23393"	1.74360291	"25009"	2.00000531	"15850"	2.00031922	
"5056"	"13482"	1.00637736	"13970"	1.00702249	"31994"	1.00830255	"26630"	1.00893911	"4462"	1.01588902	"10473"	1.01642794	
"26933"	"19126"	0.26899503	"15513"	0.26996634	"23349"	1.00014956	"31324"	1.00087689	"24128"	1.00268800	"30692"	1.00418006	
"26753"	"19477"	0.45856150	"16429"	0.45952263	"9205"	0.46934903	"31511"	0.47144613	"6600"	0.47831487	"15276"	0.49038976	
"15081"	"3727"	0.08858828	"15271"	0.09372269	"8572"	0.13877548	"1944"	0.15500050	"24766"	0.20865524	"25998"	0.20890425	
"24414"	"19653"	0.14662956	"30490"	0.23124006	"1559"	0.25760662	"20750"	0.28028723	"9437"	0.29114265	"22892"	1.00091333	
"9322"	"24841"	0.18820409	"31497"	0.20773492	"29264"	0.43710728	"4751"	0.45345052	"17052"	0.60979721	"19757"	1.00084631	
"2071"	"15468"	0.22941412	"28325"	0.26253425	"18360"	0.26984500	"4741"	0.27151624	"29679"	0.32487172	"14248"	1.01516969	
"13900"	"8572"	1.00530477	"24766"	1.00865994	"3727"	1.01437062	"15081"	1.01509404	"1944"	1.01601970	"25998"	1.01693672	
"14580"	"8743"	0.11562115	"30737"	0.95443227	"27283"	0.98013526	"17655"	1.00223077	"21207"	1.00421356	"19830"	1.01169238	
"10757"	"1764"	1.06908059	"28411"	1.06923145	"29825"	1.07140776	"8009"	1.07633964	"833"	1.46131624	"5943"	1.46254702	
"5841"	"26018"	1.04129685	"23556"	1.41575856	"8935"	1.42409116	"279"	1.42422709	"24872"	1.42555339	"2476"	1.42668648	
"31707"	"27468"	0.08112213	"3476"	0.09105052	"4922"	0.09638380	"32359"	0.10797830	"31984"	0.12606924	"14072"	0.14257498	
"606"	"10904"	0.31190951	"16750"	0.33779998	"17110"	0.34100164	"30311"	1.01418054	"9857"	1.01962281	"7210"	1.02709903	
"24407"	"15674"	1.00258575	"279"	1.00338096	"26047"	1.00601754	"22070"	1.01344308	"18819"	1.08552873	"24564"	1.15141338	
"17655"	"21207"	0.09589204	"19830"	0.11408534	"9092"	0.12366160	"24401"	0.19143720	"12446"	0.20771626	"11900"	0.26694319	
"20235"	"25849"	1.03679770	"18089"	1.04019495	"10152"	1.05388475	"30937"	1.42134685	"26064"	1.43184613	"22088"	1.43849876	
"14776"	"9960"	1.41450388	"30552"	1.41546235	"1605"	1.41552738	"17626"	1.41795898	"8184"	1.41883122	"21941"	1.42005007	
"8808"	"30713"	0.32611763	"14248"	1.00394279	"3811"	1.00844207	"8838"	1.02352409	"26542"	1.02380885	"19683"	1.02795450	
"14548"	"30178"	1.45184889	"26909"	1.45592782	"2279"	1.46201333	"27848"	1.46275625	"32148"	1.46424343	"18540"	1.46701000	
"25003"	"31905"	1.73670354	"22398"	1.73725033	"27313"	1.73730886	"11987"	1.73907829	"26322"	1.75568477	"1709"	1.76017933	
"18469"	"17715"	0.13678170	"31987"	0.19220593	"8477"	0.97146774	"808"	1.00125208	"15116"	1.00191419	"29048"	1.00243487	
"12450"	"12510"	0.01699542	"22094"	0.02368715	"9680"	0.02818677	"17308"	0.04036161	"5087"	0.04083742	"30527"	0.04503242	
"25584"	"7444"	1.00312995	"14611"	1.00827441	"5305"	1.01081979	"7888"	1.03164335	"14594"	1.16818575	"32374"	1.41447892	
"10047"	"24614"	0.06099238	"31083"	0.09891728	"23878"	0.11950492	"30972"	0.13877981	"24038"	0.19104046	"21714"	0.21275504	
"18336"	"4205"	0.10883658	"16339"	1.00753112	"4774"	1.01643815	"20035"	1.02089133	"605"	1.05564090	"14523"	1.42027044	
"14364"	"597"	1.41565622	"2572"	1.41682408	"7972"	1.41812316	"27809"	1.41925684	"12668"	1.42405016	"14214"	1.43172369	
"8477"	"18469"	0.97146774	"17715"	1.01011571	"31987"	1.05000053	"13271"	1.32550713	"4267"	1.33538703	"31435"	1.37748679	
"17506"	"13385"	0.21529808	"15239"	0.31338536	"9325"	0.35368608	"15580"	0.44412203	"26144"	0.66453175	"24829"	0.70918135	
"32274"	"20444"	1.42232578	"15590"	1.42247911	"14253"	1.42350343	"12839"	1.42534560	"27067"	1.42726610	"31819"	1.43020564	
