ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist
"15721"	"9025"	0.55144581	"25499"	0.60628377	"15541"	0.61161851	"22680"	0.61198031	"4942"	0.70311800	
"28254"	"5685"	0.17408204	"11749"	0.23213154	"10804"	0.29461563	"6772"	0.30021590	"28985"	0.42055245	
"1168"	"31754"	0.18181141	"6996"	0.18251332	"28856"	0.22106942	"5303"	0.22988840	"16680"	0.33708253	
"6480"	"26892"	0.41322508	"22196"	0.58673545	"27892"	0.60694852	"28908"	0.64114107	"21254"	0.64906013	
"16339"	"4774"	0.55808827	"15721"	0.73276310	"18116"	0.77749113	"18126"	0.79574995	"6723"	0.81196267	
"7516"	"14124"	0.49782666	"25683"	0.51871556	"7965"	0.68522146	"17407"	0.71338193	"8792"	0.84041013	
"18299"	"2402"	0.90347948	"8116"	0.96581014	"3844"	0.99710691	"25648"	1.02416943	"15380"	1.14783450	
"15335"	"25875"	0.44039011	"18235"	0.57812768	"21825"	0.59396388	"738"	0.68223163	"18126"	0.72123237	
"18104"	"8865"	0.43428004	"18126"	0.46211152	"3056"	0.46623860	"26474"	0.50957915	"9938"	0.53165615	
"4584"	"8876"	0.65974358	"12475"	0.67327389	"10000"	0.71232838	"30689"	0.75110511	"19612"	0.80771433	
"4633"	"1871"	0.65880293	"3436"	0.67658642	"11036"	0.69897886	"14000"	0.75766329	"9138"	0.85152923	
"13109"	"7751"	0.42950910	"22787"	0.48958025	"31473"	0.60501346	"26117"	0.74213799	"12295"	0.77322865	
"21715"	"30368"	0.58345900	"31473"	0.61244527	"27763"	0.68682012	"588"	0.69334363	"4931"	0.71864637	
"20774"	"26144"	0.62034487	"24931"	0.72781289	"31329"	0.73729242	"19330"	0.73834813	"8644"	0.76768445	
"29121"	"23584"	0.39947884	"13124"	0.46431432	"24027"	0.49946414	"21407"	0.50705432	"28127"	0.51246008	
"25849"	"27829"	1.04911140	"24681"	1.38626586	"27319"	1.56232665	"11995"	1.71951866	"5482"	1.75068366	
"21486"	"32270"	0.41557362	"8648"	0.43739525	"4603"	0.46426348	"10862"	0.52414507	"11995"	0.55442706	
"25669"	"16589"	0.77815655	"20068"	0.79288447	"4675"	0.87318454	"25996"	0.88317305	"25611"	0.92728784	
"4071"	"27763"	1.01115116	"7385"	1.06019621	"11749"	1.16012053	"13758"	1.22663127	"13364"	1.22671948	
"7972"	"8917"	0.67187161	"18656"	0.71773644	"10487"	0.73279218	"14650"	0.77890005	"29001"	0.81146872	
"10539"	"10788"	0.92565009	"27467"	0.93699674	"5053"	0.97171295	"27848"	1.02093821	"18540"	1.03914470	
"12945"	"31473"	0.27015277	"22787"	0.27947784	"17674"	0.30201832	"7751"	0.31232380	"3341"	0.34907412	
"20194"	"13407"	0.47999643	"21"	0.52750033	"1198"	0.58679930	"26976"	0.66548170	"13271"	0.67152615	
"25700"	"27973"	0.29231674	"32378"	0.39528835	"900"	0.40989605	"15276"	0.52318280	"11184"	0.55101024	
"8225"	"23737"	0.54722599	"21"	0.57743955	"11154"	0.60071943	"7533"	0.77241853	"31435"	0.78902507	
"26043"	"801"	0.30661867	"22196"	0.38954808	"16959"	0.44923304	"10260"	0.45371739	"8433"	0.56115721	
"492"	"12778"	0.53237170	"10260"	0.55339025	"8433"	0.58229126	"16959"	0.59396074	"801"	0.72775272	
"20796"	"11382"	0.14471093	"11781"	0.18297061	"8865"	0.41437922	"9025"	0.57418241	"20807"	0.59323824	
"25795"	"25973"	0.20263320	"22006"	0.50076206	"27193"	0.50734309	"31925"	0.57403103	"24766"	0.59867742	
"14661"	"1527"	0.27646961	"15646"	0.37774758	"27628"	0.39768635	"7151"	0.51017365	"3714"	0.63598479	
"6464"	"11184"	0.48266631	"10659"	0.56050739	"1871"	0.56186540	"19007"	0.58036274	"18279"	0.58080372	
"597"	"29409"	0.56809566	"6903"	0.61743227	"25969"	0.88767643	"11995"	0.92823844	"20030"	0.98721338	
"8996"	"15060"	0.60822653	"8288"	0.87771969	"2194"	1.04247996	"7516"	1.12198695	"28358"	1.14050708	
"29081"	"801"	0.27112017	"26043"	0.29055935	"22196"	0.29742176	"25726"	0.34568258	"10260"	0.39068811	
"29665"	"14661"	1.21013661	"29081"	1.21747077	"27628"	1.23918838	"6714"	1.33647022	"25726"	1.40532532	
"17237"	"29563"	0.26038310	"30752"	0.31146546	"15151"	0.34799424	"7578"	0.36324429	"24514"	0.37579028	
"6971"	"18632"	0.42613302	"20122"	0.47056018	"26761"	0.48100801	"5961"	0.80670389	"2564"	0.80751320	
"15549"	"11638"	1.50880279	"1709"	1.55458493	"22670"	1.61652661	"13758"	1.62037702	"3963"	1.62125530	
"25451"	"16237"	0.44082909	"4244"	0.51807128	"31473"	0.53594359	"12945"	0.64514036	"5707"	0.64640432	
"12949"	"31250"	0.51692153	"12140"	0.53003075	"1784"	0.59869820	"20671"	0.60442936	"28127"	0.65470197	
"3295"	"11927"	0.32757213	"31023"	0.38413287	"6435"	0.39455095	"32535"	0.42614487	"21617"	0.47471978	
"8912"	"3069"	0.33578951	"641"	0.51552239	"7151"	0.52490040	"16959"	0.53375153	"22196"	0.53576030	
"11482"	"31509"	0.90435007	"7166"	1.24720945	"6971"	1.27298360	"647"	1.28401982	"8581"	1.32431127	
"8235"	"23053"	0.28883591	"29606"	0.39656153	"11336"	0.47024507	"21207"	0.47834760	"16797"	0.62523713	
"14950"	"3350"	0.34959634	"26644"	0.62487166	"22544"	0.65102706	"23902"	0.72011274	"11986"	0.77943771	
"11620"	"6970"	0.14336604	"11336"	0.21889470	"29606"	0.24503409	"818"	0.26058134	"2646"	0.28710046	
"3852"	"518"	0.27072802	"4514"	0.33403635	"13364"	0.44135738	"13565"	0.44676563	"11168"	0.45371313	
"1493"	"4409"	0.16061136	"26975"	0.23718257	"20918"	0.25407290	"1799"	0.26052349	"2646"	0.26494952	
"8346"	"3743"	0.41998997	"21254"	0.48343700	"10079"	0.52688822	"21941"	0.73227282	"32216"	0.80913445	
"30761"	"30292"	1.08209219	"7217"	1.10889986	"1764"	1.12265046	"7724"	1.14999553	"28411"	1.17733236	
"32256"	"26556"	0.21510251	"9011"	0.21724119	"17196"	0.35686985	"31684"	0.35871415	"16680"	0.37116038	
"15173"	"3350"	0.77299165	"21644"	1.02307624	"22544"	1.04298950	"23730"	1.09869395	"9609"	1.10933710	
"23777"	"10862"	0.69521909	"6903"	0.69695115	"11995"	0.72550109	"8648"	0.73828368	"25969"	0.75323760	
"21199"	"20807"	0.59509853	"1891"	0.64819029	"9025"	0.74748769	"17951"	0.78060126	"29352"	0.78995103	
"1569"	"13124"	0.25505817	"29121"	0.36310229	"6970"	0.40230282	"24027"	0.40302851	"23584"	0.44002951	
"22070"	"15674"	0.39929506	"16317"	0.54509707	"27848"	0.73622578	"6918"	0.75985506	"13716"	0.79999676	
"11534"	"17237"	0.43844376	"31329"	0.48267427	"30082"	0.48370722	"24931"	0.51565581	"9364"	0.54969309	
"28070"	"900"	0.63590777	"10577"	0.67884527	"21396"	0.73383960	"19007"	0.76634974	"16650"	0.77014619	
"24614"	"31083"	0.18006425	"16955"	0.44333064	"5550"	0.46492438	"18279"	0.47384004	"10659"	0.55329001	
"4420"	"12295"	0.38931566	"20327"	0.54953324	"29679"	0.65772528	"10349"	0.65992373	"4741"	0.66403596	
"9366"	"20842"	0.18236102	"10260"	0.20706646	"8433"	0.21804393	"16959"	0.28950408	"12778"	0.32198293	
"4003"	"15674"	0.16492289	"27848"	0.37740067	"22070"	0.41361963	"12572"	0.42056625	"16317"	0.45800805	
"31886"	"7724"	0.72147825	"24421"	0.74704327	"7217"	0.91168971	"30455"	0.94677435	"30292"	1.02840871	
"17829"	"1569"	0.23459783	"13124"	0.33580985	"11336"	0.35913140	"20084"	0.37244471	"25307"	0.42778710	
"21861"	"1268"	0.24069028	"25499"	0.25867532	"9025"	0.30587818	"20091"	0.32694976	"22680"	0.37396090	
"9880"	"3601"	0.63634643	"12244"	0.74885223	"32213"	0.92778092	"6173"	0.94277159	"14895"	1.00172620	
"19221"	"16125"	0.30126198	"10659"	0.30182539	"9138"	0.31333373	"31279"	0.31681499	"28101"	0.32297530	
"31454"	"11233"	0.16925190	"26735"	0.20308418	"7707"	0.25638803	"19330"	0.28325563	"14864"	0.28434819	
"23588"	"7545"	0.21051029	"2321"	0.22007676	"9723"	0.39084751	"22614"	0.41210939	"13758"	0.42481552	
"2408"	"26064"	0.27088359	"23902"	0.38465346	"28042"	0.55169486	"3848"	0.59690292	"29843"	0.60917308	
"14318"	"30689"	0.21815974	"7029"	0.29426689	"10000"	0.37040487	"8876"	0.39171304	"10941"	0.42624582	
"1699"	"9366"	0.15192731	"10260"	0.15982683	"8433"	0.16133057	"16959"	0.17300005	"12778"	0.24525831	
"10776"	"21318"	0.35154414	"19906"	0.42285114	"4617"	0.47012415	"11428"	0.51099585	"17290"	0.77580582	
"23290"	"31684"	0.47131230	"32256"	0.58146577	"5921"	0.58375459	"9011"	0.62390326	"26556"	0.72380540	
"131"	"21009"	0.33120248	"2788"	0.34963154	"1266"	0.47648009	"30869"	0.50390354	"19683"	0.52686935	
"24493"	"30869"	0.18119149	"13454"	0.35137242	"7263"	0.36586472	"1266"	0.40007810	"19683"	0.42055550	
"14690"	"10788"	0.66297930	"19244"	0.84617351	"1411"	0.87683611	"3343"	0.96595342	"24113"	1.05190888	
"22871"	"24114"	0.21482913	"25668"	0.22163337	"29902"	0.28763897	"26975"	0.30275238	"25722"	0.31561562	
"21147"	"21538"	0.05472688	"29425"	0.23440804	"8644"	0.25312190	"26349"	0.32032786	"10106"	0.32362799	
"18150"	"21753"	0.28457023	"29902"	0.51632279	"2096"	0.55202879	"31682"	0.57233105	"32099"	0.63804556	
"22329"	"26064"	0.22721325	"28042"	0.29938385	"2408"	0.41669457	"23902"	0.45057216	"28936"	0.45119656	
"20850"	"14575"	0.71769845	"27467"	0.96573152	"10539"	1.00319922	"5157"	1.04460684	"10788"	1.09115834	
"9180"	"23003"	0.16851962	"20127"	0.23855403	"17552"	0.25732295	"1784"	0.26294827	"28127"	0.27403983	
"3085"	"703"	0.07143431	"11168"	0.21111119	"13364"	0.22346694	"4514"	0.35130079	"21889"	0.36791914	
"30529"	"9649"	0.87773314	"28318"	1.07034387	"340"	1.36710501	"2883"	1.42591646	"26880"	1.43473213	
"23357"	"20078"	0.19089865	"25251"	0.23718931	"25722"	0.32464550	"10179"	0.35724114	"26975"	0.36397638	
"19435"	"23053"	0.63717457	"21207"	0.69789120	"29606"	0.74497407	"22614"	0.75489614	"8235"	0.76527989	
"3804"	"4514"	0.24877979	"13364"	0.27457283	"703"	0.32456464	"3085"	0.34120443	"11168"	0.36546739	
"17453"	"15541"	0.83851200	"15721"	0.96022682	"7129"	1.08009780	"16339"	1.33302534	"20016"	1.33751016	
"8334"	"10407"	0.15635857	"9205"	0.25357942	"19477"	0.36162121	"11154"	0.36987490	"15276"	0.39144530	
"31945"	"801"	0.58315267	"29081"	0.67519647	"10260"	0.73011788	"16959"	0.74434191	"26043"	0.75643802	
"292"	"23074"	0.32726200	"16276"	0.42731800	"27314"	0.66683812	"32213"	0.67732708	"12244"	0.69017922	
"7492"	"31713"	0.44732501	"19353"	0.54565345	"2953"	0.80871317	"2408"	0.84843652	"26064"	0.85265345	
"4124"	"25888"	0.57288019	"23393"	0.59282997	"17159"	0.67380352	"26948"	0.70544366	"7064"	0.76985897	
"10346"	"18787"	0.73344968	"7972"	0.93394569	"14650"	0.97523565	"11716"	0.99307509	"22055"	1.01739273	
"23035"	"4514"	0.63900775	"3804"	0.64486517	"3852"	0.65993256	"29052"	0.66235724	"4931"	0.66565387	
"31448"	"28101"	0.21752023	"19221"	0.34098980	"31279"	0.42243065	"16125"	0.46151158	"9138"	0.46360504	
"22676"	"10260"	0.13594960	"12778"	0.14335043	"16959"	0.17652008	"1699"	0.24305531	"8433"	0.29818393	
"15995"	"11336"	0.17796064	"31163"	0.22651802	"11620"	0.24300919	"6970"	0.25693716	"21207"	0.37393975	
"13826"	"18533"	0.31117308	"25499"	0.39197562	"18110"	0.42824978	"1268"	0.45315458	"21861"	0.46835127	
"30083"	"9734"	0.57846371	"13663"	0.68557231	"13220"	0.73458744	"18096"	0.79298083	"27467"	0.88108943	
"3811"	"8090"	0.67795029	"5521"	1.02093431	"29740"	1.03926771	"26553"	1.04560147	"21307"	1.06885173	
"2383"	"7751"	0.61137763	"22787"	0.61707722	"13109"	0.65732509	"29092"	0.82370074	"12945"	0.86932987	
"28184"	"3963"	0.40801109	"4426"	0.74243814	"14264"	0.75734322	"23797"	0.75748040	"3476"	0.86508906	
"13456"	"8743"	0.49679769	"5571"	1.17456652	"32099"	1.17755121	"12681"	1.21114731	"29902"	1.21669850	
"1343"	"10260"	0.28920685	"22676"	0.37036193	"16959"	0.37164447	"12778"	0.37672607	"8433"	0.39729215	
"20524"	"10407"	0.15478594	"15276"	0.25929819	"8334"	0.28374726	"19477"	0.37734206	"900"	0.38765588	
"14855"	"7505"	0.46512067	"22006"	0.48335831	"5962"	0.49377747	"29843"	0.53653664	"2408"	0.61636667	
"19587"	"2261"	0.11996556	"23556"	0.27925559	"21335"	0.28768992	"14376"	0.36168772	"29052"	0.41646912	
"8584"	"7064"	0.25273781	"25888"	0.26625706	"18995"	0.41126935	"3295"	0.45743198	"30689"	0.46943168	
"4986"	"28411"	0.47986262	"8009"	0.55192687	"8116"	0.55680320	"7217"	0.65789793	"30455"	0.70351999	
"3622"	"22734"	0.66628972	"13276"	0.68077679	"28325"	0.69906033	"20126"	0.73501412	"4741"	0.73823809	
"16090"	"2609"	0.28091770	"12171"	0.36182995	"22055"	0.37950744	"13454"	0.38132695	"29001"	0.41057344	
"17369"	"10577"	0.58481712	"1542"	0.70126774	"29114"	0.75983793	"1198"	0.82349263	"28947"	0.84861504	
"4458"	"30375"	1.23518629	"3714"	1.26337812	"21336"	1.31224457	"13580"	1.36975492	"17731"	1.37730280	
"5380"	"19221"	0.15683935	"16125"	0.19921715	"10659"	0.25458311	"572"	0.33713105	"18279"	0.33726037	
"24147"	"20750"	0.36866494	"1971"	0.49336545	"6094"	0.49676044	"31905"	0.55698694	"22734"	0.58615016	
"16713"	"10539"	0.65098951	"27467"	0.88186381	"5157"	0.94584563	"18540"	1.03808653	"5053"	1.05831890	
"27283"	"28127"	0.22585978	"17552"	0.25127809	"1784"	0.31680903	"23003"	0.32442119	"9180"	0.32747484	
"21343"	"11154"	0.06622580	"23737"	0.24509298	"24617"	0.28941357	"10407"	0.40918020	"21"	0.42216806	
"414"	"21207"	0.46643346	"23003"	0.52496814	"27283"	0.54186016	"9180"	0.56321256	"1784"	0.59199953	
"21964"	"8433"	0.27366158	"9366"	0.33785937	"3069"	0.36497185	"8912"	0.40220657	"20842"	0.40874758	
"28253"	"14292"	0.36962987	"27319"	0.44877281	"10862"	0.52796547	"11995"	0.55824746	"4644"	0.63750777	
"20019"	"24180"	0.83503065	"4003"	0.98875255	"12802"	1.06806220	"12572"	1.07422923	"15674"	1.10421490	
"3400"	"12647"	0.68476183	"26290"	0.75261173	"10908"	0.83789469	"340"	0.87454720	"12717"	0.95259029	
"29180"	"20605"	0.17480721	"26556"	0.24151531	"9078"	0.30219500	"6918"	0.30581492	"5253"	0.31438858	
"21395"	"3852"	0.21305142	"518"	0.22160771	"11168"	0.24066170	"3085"	0.29104231	"703"	0.32199325	
"4708"	"4942"	0.50782304	"6723"	0.51599095	"13826"	0.55693482	"18104"	0.62127343	"9938"	0.62749417	
"23611"	"12479"	0.35281799	"17731"	0.42979076	"738"	0.44056787	"21825"	0.67351902	"10224"	0.68532728	
"29858"	"11184"	0.14894327	"8334"	0.25716830	"9205"	0.31896690	"19477"	0.33982706	"10407"	0.38113976	
"32453"	"21396"	0.11998628	"1491"	0.30911871	"27973"	0.37565248	"900"	0.39140650	"11184"	0.43817789	
"9431"	"27973"	0.18660964	"900"	0.21884549	"24977"	0.35308481	"25700"	0.36933735	"21941"	0.38613733	
"8217"	"16125"	0.21801714	"31279"	0.25119774	"5380"	0.26338814	"31987"	0.28553964	"21623"	0.28823839	
"7060"	"1411"	1.19348075	"14292"	1.20182352	"9227"	1.32194210	"3343"	1.36196478	"31260"	1.42455569	
"17915"	"20706"	0.17749748	"9205"	0.47397529	"16955"	0.49383632	"8837"	0.55718913	"24614"	0.57923917	
"23964"	"3196"	0.21109657	"15380"	0.39375019	"19587"	0.41095481	"29052"	0.43291156	"13168"	0.44696285	
"21206"	"118"	0.52963327	"27645"	0.54894056	"2883"	0.79413270	"28318"	0.80491766	"23984"	0.86778491	
"17308"	"25722"	0.04615407	"12510"	0.05339671	"18839"	0.13470739	"21407"	0.14621789	"24514"	0.17064858	
"25697"	"31726"	0.59336897	"7666"	0.81796568	"22062"	1.12079564	"18534"	1.19516527	"305"	1.22114517	
"24040"	"4244"	0.44508269	"7545"	0.68829760	"1484"	0.69774192	"5707"	0.75581035	"25451"	0.77502612	
"636"	"31684"	0.22757987	"9011"	0.29051403	"32256"	0.29223011	"29180"	0.31367483	"26556"	0.38380917	
"12061"	"3400"	0.52619123	"12647"	0.54111801	"26290"	0.60896792	"10908"	0.69425087	"12717"	0.80894647	
"1612"	"3350"	0.24029298	"9609"	0.42458613	"23902"	0.53321178	"21644"	0.53428774	"3848"	0.58140833	
"25264"	"7724"	0.85606263	"26290"	0.87035302	"29918"	0.89597835	"24421"	0.95440059	"10908"	1.03164540	
"29246"	"24338"	0.16744995	"16955"	0.42590759	"24614"	0.48493174	"20068"	0.48930103	"3436"	0.53022914	
"17179"	"10589"	0.33817468	"1088"	0.43195261	"7545"	0.61066250	"31324"	0.65252994	"17674"	0.65289630	
"26986"	"24114"	0.17940871	"10179"	0.20668974	"2646"	0.21739622	"24514"	0.24259043	"12510"	0.25025326	
"18475"	"5961"	0.13823588	"20946"	0.30369474	"1589"	0.35982872	"15583"	0.49142180	"15860"	0.49558311	
"21158"	"31905"	0.60584683	"24147"	0.74643628	"7385"	0.76946383	"3804"	0.79654739	"13758"	0.83499224	
"16187"	"8009"	0.15075105	"28411"	0.28403979	"7217"	0.35247229	"30292"	0.48132078	"30455"	0.49863106	
"24145"	"19477"	0.13845319	"20524"	0.23888886	"28586"	0.24693523	"10407"	0.28818455	"9205"	0.30598604	
"28596"	"30752"	0.25220687	"12510"	0.25757303	"24114"	0.27618636	"3476"	0.28000755	"12681"	0.29351084	
"25971"	"24514"	0.02265251	"15151"	0.03174323	"18839"	0.09548046	"12510"	0.14832301	"17308"	0.17539333	
"32070"	"26474"	0.31685417	"21861"	0.48447942	"1268"	0.53096863	"20796"	0.54542689	"28262"	0.54803203	
"124"	"21825"	0.17199902	"738"	0.19793842	"25875"	0.53561843	"13064"	0.63710111	"23611"	0.63850630	
"1653"	"23035"	0.62212898	"9081"	0.71430102	"7583"	0.75696050	"6441"	0.82321837	"19587"	0.89564388	
"27426"	"31509"	0.66311474	"11482"	0.83428419	"29495"	0.97791079	"17158"	1.01818188	"7291"	1.07992304	
"18238"	"8917"	0.14294139	"2609"	0.17876812	"12171"	0.28208846	"14650"	0.30177516	"29001"	0.34010791	
"9933"	"26474"	0.21239845	"8865"	0.27043267	"18104"	0.29718070	"4942"	0.33751152	"4708"	0.42263398	
"30364"	"8184"	0.63672065	"5380"	0.67075991	"3436"	0.71545574	"10659"	0.72126140	"9138"	0.72923152	
"18709"	"19895"	0.54228058	"13109"	0.59509955	"25600"	0.63635977	"2321"	0.67766650	"9775"	0.69229560	
"16816"	"21699"	0.44497136	"23777"	0.51402207	"5521"	0.51991877	"10862"	0.58119701	"11995"	0.61147901	
"12149"	"24766"	0.74008771	"31925"	0.84877466	"7934"	0.88874764	"9533"	0.94466242	"5962"	1.01920722	
"10112"	"25251"	0.21155195	"25668"	0.28292085	"20406"	0.28673098	"20078"	0.29093638	"18839"	0.29748542	
"25579"	"3601"	1.23565895	"12244"	1.29337023	"9880"	1.38317236	"32213"	1.55449070	"9540"	1.57858111	
"1327"	"28492"	0.28078441	"26972"	0.33197718	"21147"	0.34313878	"11233"	0.34977385	"7707"	0.35548092	
"11509"	"26986"	0.09504363	"10179"	0.11164611	"2646"	0.12235258	"12681"	0.15686573	"24514"	0.17494405	
"27102"	"20671"	0.12017617	"1799"	0.22582783	"12510"	0.32000056	"17702"	0.34120259	"1493"	0.34936502	
"22081"	"11927"	0.21733496	"32535"	0.30355395	"21617"	0.37155717	"16821"	0.42972820	"31023"	0.44010425	
"21655"	"6435"	0.54388423	"3295"	0.62132373	"3088"	0.62784080	"24669"	0.64209532	"9540"	0.70069538	
"11010"	"31473"	0.17371625	"12945"	0.31053569	"3341"	0.34193923	"22787"	0.34399733	"7751"	0.37481233	
"17547"	"10106"	0.09970216	"28492"	0.15441206	"21147"	0.22392583	"21538"	0.22399346	"12892"	0.22585188	
"4342"	"25668"	0.14069986	"12510"	0.14112326	"29902"	0.17188108	"24114"	0.17461924	"17308"	0.19451998	
"24829"	"26144"	0.21311540	"11534"	0.49999072	"22499"	0.51886618	"20774"	0.59443316	"15580"	0.61438071	
"28053"	"26556"	0.37579843	"14648"	0.38109207	"20605"	0.44250653	"12572"	0.46003688	"32256"	0.48532029	
"6456"	"28947"	0.11789340	"1198"	0.21790115	"13407"	0.30640037	"26976"	0.32750208	"31435"	0.37840426	
"24375"	"5317"	0.38943737	"28985"	0.41863232	"31324"	0.43452765	"10804"	0.53561788	"19992"	0.57037584	
"18862"	"9540"	0.45695999	"22111"	0.50351204	"6173"	0.52609097	"3601"	0.61706887	"12244"	0.65197925	
"30289"	"26398"	1.41182436	"22696"	1.43079798	"10413"	1.49274985	"3343"	1.49584342	"1411"	1.57035000	
"5019"	"23588"	0.28955279	"7545"	0.29067235	"25600"	0.38613104	"26921"	0.47994077	"2321"	0.50962956	
"16634"	"11509"	0.11462469	"12681"	0.11764427	"28596"	0.17586656	"26986"	0.20073985	"3476"	0.21373003	
"27613"	"21941"	0.24858776	"8184"	0.29415563	"1491"	0.30050574	"9205"	0.36004236	"27973"	0.39880277	
"27503"	"7252"	0.08050922	"10129"	0.11024844	"21889"	0.21098668	"13364"	0.45747970	"703"	0.50747151	
"750"	"738"	0.23324264	"23611"	0.35074150	"124"	0.43118106	"21825"	0.46619378	"20796"	0.51151285	
"30859"	"28127"	0.14291539	"15671"	0.17428081	"20127"	0.17547108	"17552"	0.21149668	"27475"	0.22244944	
"15501"	"18709"	0.21110954	"5019"	0.50615450	"25600"	0.53435776	"9775"	0.59029359	"2321"	0.60306176	
"12306"	"17237"	0.11697114	"19330"	0.26458376	"30752"	0.27668609	"24931"	0.29563182	"25971"	0.29623586	
"13203"	"24617"	0.11044956	"13407"	0.20838750	"11154"	0.22404829	"21343"	0.29027409	"10407"	0.29082701	
"2939"	"15504"	0.72328420	"10862"	0.85553896	"27319"	0.85853808	"24681"	0.88749666	"18534"	0.90241491	
"5116"	"24421"	0.78883077	"1764"	0.86793388	"7724"	1.12298587	"21324"	1.16191838	"7217"	1.27950846	
"12818"	"29121"	0.10839574	"1569"	0.25470655	"17829"	0.32147858	"13124"	0.35591857	"22499"	0.44806350	
"10807"	"7707"	0.18388657	"1327"	0.21060037	"17547"	0.22999644	"26972"	0.25322603	"11233"	0.27102270	
"13128"	"5955"	0.13069132	"13491"	0.19399754	"27159"	0.27280343	"15452"	0.28461988	"18823"	0.42471944	
"9612"	"29180"	0.05920740	"20605"	0.14299706	"26556"	0.20970516	"5253"	0.28257843	"9011"	0.28919914	
"17712"	"17674"	0.21837582	"4244"	0.35718990	"7545"	0.37093917	"1484"	0.39797699	"10589"	0.41956272	
"4928"	"18475"	0.30031421	"5961"	0.43855010	"20946"	0.46615193	"1589"	0.56275454	"15860"	0.64029162	
"30237"	"8581"	0.60945764	"7166"	0.75011825	"12802"	1.16917640	"31155"	1.26338089	"31290"	1.31625120	
"1390"	"12839"	0.31124413	"10129"	0.34807720	"7252"	0.40521368	"27503"	0.45832565	"588"	0.46743934	
"11763"	"11716"	0.71661640	"31572"	0.73238197	"5253"	0.79110672	"31260"	0.80935612	"18238"	0.83747001	
"30425"	"12306"	0.15843382	"24514"	0.19734130	"25971"	0.21999381	"24240"	0.22417767	"17237"	0.23324349	
"20399"	"28184"	0.88360288	"3963"	0.88513880	"7545"	0.96038308	"4244"	0.97071738	"24040"	0.97887171	
"1937"	"22025"	0.84824547	"8116"	0.92976113	"18299"	1.10496463	"4986"	1.15273829	"7217"	1.44500343	
"12956"	"8644"	0.39079660	"17547"	0.39259541	"14864"	0.42073487	"31454"	0.42889259	"10106"	0.46023320	
"13460"	"12035"	0.23027399	"23964"	0.36126849	"3196"	0.50415148	"15154"	0.60773815	"13168"	0.63042872	
"16059"	"10224"	0.37012482	"17731"	0.39157573	"12479"	0.39679474	"25611"	0.47989297	"20068"	0.56427864	
"14208"	"19477"	0.29843568	"24145"	0.31382864	"6456"	0.34565652	"8217"	0.34820142	"9042"	0.36505727	
"19695"	"22468"	0.39019537	"18823"	0.40936017	"31572"	0.50620040	"27527"	0.59042411	"19683"	0.62820918	
"4424"	"8691"	0.40054374	"3195"	0.74286901	"7163"	1.10887153	"30455"	1.12404407	"4986"	1.17977943	
"28689"	"18754"	0.14511489	"5303"	0.23809093	"28856"	0.24690990	"6996"	0.28546600	"16680"	0.30128775	
"17993"	"8584"	0.08807412	"7064"	0.16466368	"25888"	0.21734489	"3295"	0.40851980	"23393"	0.47656407	
"17323"	"16059"	0.42968744	"25596"	0.48863397	"26324"	0.51833633	"24614"	0.57243790	"29264"	0.58054088	
"3692"	"21753"	0.24461284	"18150"	0.36820587	"2096"	0.39153338	"11499"	0.49887848	"12510"	0.51015848	
"31836"	"13276"	0.09518475	"24489"	0.16565150	"32020"	0.19383969	"28638"	0.23386518	"28898"	0.23843681	
